formula,property
AuNd3,0.291480716
FLu3,1.307787824
GaNi3,0.033318018
TmPt3,0.334375445
SiSm3,0.38880703
CRb3,1.458553813
FFe3,1.061740443
VAs3,0.651028075
EuTa3,0.65586759
CaS3,0.843584794
ThEu3,0.26441159
ScLa3,0.150899741
RhPd3,0.193857843
SPt3,0.596096521
ThRh3,0.270559648
ErO3,0.688457087
PmNd3,0.132654213
CsYb3,0.220971348
DyGd3,0.14432726
TbLa3,0.304072606
UCr3,0.363517346
PaCr3,0.28443559
YbO3,0.985062125
AlLi3,0.038414334
TmNb3,0.27413197
IrO3,1.365682696
LaZr3,0.234487381
GaH3,0.812691755
PaGa3,0.29825791
LaHg3,0.025348353
GaO3,1.456308335
LuPu3,0.262452344
ZnTh3,0.267169229
CoGa3,0.443568133
BaLa3,0.247983255
NdK3,0.557003365
RhLi3,0.057171885
ScGa3,0.325268095
ScTe3,0.560576174
HoTh3,0.177848624
SrNd3,0.212539539
RhZr3,0.192547022
BCl3,2.384410333
CdTm3,0.15507288
ScN3,2.259035847
ZrGa3,0.48718173
HfBa3,0.680371874
ScS3,0.854781285
RbSi3,1.009823378
PmYb3,0.072848637
HfCo3,0.22230789
CdDy3,0.148533907
PdCe3,0.348192688
TmPd3,0.17147409
NBr3,1.679406526
NiAu3,0.105246268
RhEr3,0.435528487
SB3,2.223190901
SePm3,0.707764704
AuMg3,0.092657977
BiBa3,0.326863328
PbNb3,0.28822106
LiTi3,0.27965517
ScNd3,0.134173445
OSi3,1.338754025
BrPr3,0.6501194
PbGa3,0.110197811
BiFe3,0.403502109
InDy3,0.145899458
TeP3,0.660617935
MoH3,0.417420706
PdMn3,0.382503904
SbRh3,0.179352802
KSc3,0.70678527
NHo3,1.870512343
NiSr3,0.510407929
HoC3,2.551238812
TlEr3,0.186397983
CeSe3,0.582487856
PrPu3,0.324977808
CI3,1.934877513
AsLa3,0.514960718
ONb3,1.377077966
NaBa3,0.105908878
FRu3,0.85501172
ThSe3,0.56091036
CuY3,0.343210049
PdMo3,0.326648771
TbF3,0.309444871
TmSc3,0.145254846
WCl3,1.534924583
LaF3,0.196287011
TiGa3,0.459036315
GaCs3,0.304761266
HfLi3,0.543029016
CTh3,1.386862735
BrEu3,0.591194217
CoIn3,0.475837337
RbBa3,0.137058833
WPu3,0.411496233
LuHg3,0.064011352
TaPd3,0.23679674
FeSb3,0.582865504
ErTa3,0.361764125
YbCa3,0.020238502
HEu3,0.785990166
CrBe3,0.258829618
HoZn3,0.076174701
FLi3,0.802676515
NdS3,0.717810158
MoMn3,0.163030165
NbTc3,0.200844343
ZrY3,0.21371208
LuP3,0.793666413
YbNa3,0.05048499
SrTl3,0.039379875
EuPd3,0.069881904
MnPd3,0.14682337
NpHf3,0.342142164
HgTc3,0.704584493
MnK3,0.644708125
AsYb3,0.467228219
YIn3,0.28438546
BaAc3,0.181993267
OHg3,0.528871103
PmSb3,0.356939793
PmCu3,0.166489598
CsRu3,1.832327535
PtGd3,0.434283154
RhSe3,0.8264196
ClTl3,0.267467277
TlLu3,0.19988358
PaAc3,0.528159817
BS3,1.772138317
WLu3,0.431297729
AsO3,1.550625712
HoAs3,0.545366712
PtLi3,-0.015370943
ReCe3,0.546052381
BiHg3,0.157911278
BaV3,1.209609158
BiMg3,0.114831912
InC3,3.351403862
CuTe3,0.523660743
YbIr3,0.668042493
TaHo3,0.420799235
LaEr3,0.113573515
EuPm3,0.145380993
ErIn3,0.264202025
PbC3,3.567544207
SrTc3,0.874068171
SbPu3,0.156982105
NdOs3,0.949857816
GdMn3,0.631581675
TeCa3,0.520687477
MnCu3,0.148358014
AsEr3,0.626045368
KHf3,1.125939308
YH3,0.071295566
LaTh3,0.185548573
SmCa3,0.099106188
OAl3,1.406185053
RuTb3,0.634768772
AsAl3,0.422314523
SmPm3,0.138227894
HoZr3,0.181036998
RbCa3,0.20899583
DyBe3,0.350239695
TmCo3,0.341119428
ZnSc3,0.196810933
CCo3,1.055816161
GaCd3,0.125802534
TeTa3,0.538695906
InK3,0.123393632
IrW3,0.377359548
TmYb3,0.104911438
PrTb3,0.62716659
CaPd3,0.110633318
ReBr3,1.621909223
NpO3,0.589756597
AuNa3,0.023078777
PbMn3,0.553475765
TbS3,0.759296102
MnEu3,0.706826194
ScSe3,0.726685904
VSc3,0.213622759
MgAg3,0.025059024
IrCe3,0.440832506
ErAg3,0.08374785
TcTa3,0.045223115
HgNd3,0.182461357
NSc3,1.823456816
IAg3,0.483526785
CPt3,1.336994153
SbLu3,0.374209798
SrCl3,0.37490426
ZnAl3,0.122820548
PdBi3,0.335504846
HgSi3,0.735910408
NdLa3,0.136118739
ZrTh3,0.167450031
TaAc3,0.685313677
FSb3,0.423497365
TaRh3,0.403779635
TbK3,0.749090128
DyRb3,0.627657316
NiGe3,0.435350959
GaCl3,1.146629491
PdNp3,0.336367966
NAl3,1.628090076
YbLi3,0.095215202
PmH3,-0.035446516
SrCu3,0.339275348
TeNd3,0.41900186
OGa3,0.852844965
CeMg3,-0.031525722
BePm3,0.377296796
BiRb3,0.027111178
ZnGe3,0.303207289
LuAs3,0.556933675
AlRe3,0.192149771
GdAg3,0.075011917
SmLa3,0.138492998
ScCr3,0.383358234
NdSr3,0.148678619
CsK3,0.01256276
EuTm3,0.186957108
OSe3,0.979273809
PuPd3,0.0477866
TlHf3,0.222552075
RuK3,1.046779451
BrI3,0.475098129
TeMo3,0.577858343
RbNa3,0.047277978
FCo3,1.102821574
CeRe3,0.783123952
NdDy3,0.133776756
PbF3,0.401542913
BRu3,0.735194255
LaAg3,0.064468604
ITi3,0.625476346
RhTl3,0.356619924
BiCd3,0.140032141
MgSi3,0.471046176
AsCr3,0.193785913
RuGa3,0.509964165
GeRu3,0.322066377
MnAs3,0.567753744
NpCo3,0.370586643
ThPm3,0.181750646
TaTm3,0.39806636
ReSe3,1.101270856
ZnNi3,0.043789165
ThTc3,0.276246722
AgTi3,0.196946157
PrCe3,0.122159357
LaIr3,0.825889811
TiDy3,0.245113404
CoK3,0.812185379
MnTi3,0.125797472
HgNi3,0.253450216
LiAs3,0.357639575
FPm3,1.156112999
TlCr3,0.592595476
ITl3,0.346969397
ReAg3,0.946312493
KF3,0.40812419
PtHg3,0.354678516
PS3,1.102960246
MnFe3,0.074612702
ThCd3,0.08384935
PuH3,-0.108309288
CaGa3,0.20569098
BV3,0.485937475
ThI3,0.639974698
TmRu3,0.435554781
CrTe3,0.657262223
RhSc3,0.222696829
AgGe3,0.318696219
OPr3,1.616299566
SiNa3,0.113937063
NU3,1.118593857
CaH3,0.346321221
TeTc3,0.515614924
AlPd3,0.069262234
AgN3,2.966635989
VSi3,0.750560307
OsU3,0.106313441
AlRu3,0.277995718
WMn3,0.153878198
AlNi3,0.056481697
ThCo3,0.371432957
AlEr3,0.170914306
CS3,2.048893563
ScP3,0.687611351
AlNb3,0.13748037
AlPa3,0.198139495
AuTe3,0.430897189
CsGe3,0.69623942
PdNd3,0.351673985
OSc3,1.761276157
RbMn3,2.04828714
PdPu3,0.362117219
GeEu3,0.289139322
OsCl3,1.559307607
ZrN3,1.941423809
NaZr3,0.511966404
CaRe3,0.620674541
HgFe3,0.388848741
GdY3,0.127971557
TlEu3,0.087449197
HoCo3,0.362298009
SbGa3,0.177836808
ErCa3,0.134498055
CeSm3,0.135617313
ThCa3,0.28427749
NaTh3,0.402967082
HfCa3,0.471898654
ErPd3,0.157507038
DyYb3,0.092501781
RuAs3,0.678542881
LiPa3,0.397389835
BiSc3,0.290846981
AgPr3,0.217869291
RbTb3,1.125042837
INa3,0.25109022
TcSn3,0.509022758
AsW3,0.547640407
BLi3,0.441846214
RhHf3,0.272313184
InTb3,0.464400307
ErH3,0.07519763
LaNd3,0.129290009
AlTe3,0.580690521
ClNa3,0.359060896
YbAg3,0.059302561
SbPb3,0.12434428
MgSm3,0.104965951
LuF3,0.423926807
SiDy3,0.428887142
UOs3,0.69378192
LaAu3,0.064770372
PbRh3,0.209637308
NPu3,1.082983482
TbSr3,0.350732741
NdAu3,0.073669931
FeEu3,0.4611385
KIr3,1.313497369
TaTh3,0.353936853
TlK3,0.079866278
WZr3,0.227515012
AcGd3,0.140892138
LaRe3,0.685598561
BiGe3,0.361222628
BaGe3,0.488420262
BPu3,0.412088324
AlH3,0.577242556
TcEr3,0.256507787
CdLu3,0.150123038
PrSe3,0.591066428
ISe3,0.699519656
PrGe3,0.405969648
PuPt3,0.578529386
FeNb3,0.079524535
ZrS3,0.90629311
ZrBa3,0.589278634
NiGd3,0.455442136
RuNd3,0.401469241
BaRh3,0.616182379
FAs3,0.53730606
SrBi3,0.176476072
IrPd3,0.291734838
NbPd3,0.225430688
AsTm3,0.631984312
TcMo3,0.054852076
PdSr3,0.419137741
CB3,2.461736117
LiAu3,0.064907055
WCr3,0.0721348
ReAc3,0.753766408
PuSn3,0.927437883
TcS3,1.031653758
NBe3,1.730833049
NaPd3,0.179229619
GeBa3,0.366007308
AcDy3,0.136745648
UH3,0.04102977
AlGd3,0.169137847
AgIr3,0.655402506
RhMn3,0.104321278
DyCa3,0.123634468
NaGd3,0.267141082
BaW3,1.54111408
ThHg3,0.04970509
AsNp3,0.614118403
PaTl3,0.366541329
FeCd3,0.312129045
CsH3,1.172154881
GeRe3,0.377013696
LiBr3,0.592447662
PtHo3,0.432132609
KBi3,0.211845211
BiPd3,0.033808938
AuN3,2.989248566
SnLi3,0.011050131
NdU3,0.796633097
TmFe3,0.294634658
SrCe3,0.181177032
CrAl3,0.272907937
TeTi3,0.270708037
TlV3,0.431317304
LaS3,0.68418644
CuEu3,0.279453236
CoMg3,0.162436274
SmMo3,0.460510648
InGa3,0.059962929
NpSc3,0.328241317
SeK3,0.344363106
NiW3,0.295677164
PaK3,1.236419026
PbCs3,0.132482405
NbTb3,0.847695171
NiBr3,0.96785304
IEu3,0.444635466
PmTb3,0.633125256
CoAc3,0.636682186
ClMn3,1.093963106
OI3,1.002984844
LiB3,1.318676731
CePd3,0.178778
NiNa3,0.323033647
ThRe3,0.645450409
ReLa3,0.426698496
ErTb3,0.636768806
PaPt3,0.238070669
PaEu3,0.566998675
RuI3,1.175702381
KPb3,0.123512863
LuRb3,0.610646311
HoCu3,0.147414237
GeO3,1.629819197
PYb3,0.572319812
LaN3,1.959849697
AlS3,1.036586247
CoRu3,0.495305562
InTi3,0.095514333
FTm3,1.302253457
HgSr3,0.215872513
GdTe3,0.529765584
RbRh3,1.138727875
HgBe3,0.555104434
PSr3,0.702197512
MoSm3,0.442845072
NSn3,0.931351383
RuTl3,0.711825846
TmIr3,0.612478604
LuPa3,0.345153589
PuB3,1.189633244
CdCs3,0.107253103
CeMo3,0.634888256
MoPa3,0.240075948
AuCa3,0.294625671
LuBa3,0.241592649
PtZn3,0.07934929
GaLu3,0.263628715
SrS3,0.863054284
FeF3,0.81915598
TmPb3,0.191607006
CoTa3,0.203047185
ErCl3,0.675023134
SbSi3,0.638881196
CrPm3,0.366115868
FEu3,1.267011174
GeBi3,0.239625993
GaAc3,0.273498171
DySm3,0.140114683
RbCs3,0.001837197
MoRu3,0.492659668
InCd3,0.135278633
NdAg3,0.074542374
TiMo3,0.02048243
KO3,1.70462263
PdTh3,0.326245471
PdW3,0.374963383
PmV3,0.622518364
MoBe3,0.446805236
AgPm3,0.234601516
ZnNd3,0.221634368
UPb3,0.399530739
FeZn3,0.13445513
TeCs3,0.303109703
NpGe3,0.430747495
GdTl3,0.193967065
CoBi3,0.642554454
SnMo3,0.256224949
EuMg3,0.02885236
BiNd3,0.283336038
BrNd3,0.667109851
PmTc3,0.347140821
MnCd3,0.261248074
PmTe3,0.521237484
ErY3,0.130671909
CdV3,0.401981135
SiSc3,0.326837564
ErAu3,0.078779206
TlCa3,0.093829091
AlSe3,0.832619984
CuTc3,0.296682994
TeW3,0.844419743
BrPm3,0.672346757
HRu3,0.771466517
AsIr3,0.669808314
BrTl3,0.345559913
UPr3,0.550062098
TiRe3,0.067197187
SiS3,1.233979492
FeCo3,0.26887055
CeGa3,0.313570615
GeCu3,0.050499371
SeY3,0.769166178
GdTh3,0.181211741
SeTe3,0.353521055
ReSm3,0.444160471
PrEu3,0.055097806
SbAl3,0.32644986
ZrNp3,0.564149652
HoV3,0.512359502
SrI3,0.354633038
LaTi3,0.293377927
DyAu3,0.077062791
PbNp3,0.897819448
IF3,0.86799415
AgW3,0.687789743
AuTc3,0.505070304
SGa3,0.456922795
LuLa3,0.133117224
BaPu3,0.590730007
MoLu3,0.312647689
FeY3,0.421444258
PrSr3,0.139079893
ErI3,0.766910624
CN3,4.102786317
YBi3,0.297920653
FeTc3,0.181306446
LiCu3,0.046049086
OCo3,1.190226199
BaCd3,0.108516276
RhSn3,0.431246957
VZr3,0.183881149
GaNb3,0.160219557
TlSn3,0.033093305
CrCs3,0.693407375
GaW3,0.294167271
HF3,1.408784663
UCu3,0.401283386
TcMn3,0.18302394
YbHf3,0.464876449
PmMn3,0.533368994
TaS3,0.946276758
NaCe3,0.224562284
LiCd3,0.046269443
CaGd3,0.158041892
GeBr3,0.771211581
TeFe3,0.294181447
NaLu3,0.307161019
DyFe3,0.313442537
NbCl3,1.157647073
CuIn3,0.225910448
NiHf3,0.352371986
IrS3,1.175692504
HoCr3,0.650783602
ZnAs3,0.479159327
GaOs3,0.542726156
PmGa3,0.310311845
TaCl3,1.379949069
TcAc3,0.596604566
NbBe3,0.377595853
GaAl3,0.109716971
MgRe3,0.264980874
NpPr3,0.4939627
NF3,1.962799686
MgFe3,0.201982023
SnRh3,0.144326674
TcY3,0.300974061
NaH3,0.927322491
TmP3,0.795871601
PmBe3,0.291522782
AgAc3,0.295270329
AlGa3,0.077169831
AgHo3,0.233660163
ClSc3,0.954403217
CeNi3,0.365642796
CsIn3,0.238187831
NaGa3,0.135518081
BrFe3,0.940735368
CrNa3,0.494604909
PuTe3,1.080279057
CsO3,1.838681624
NdSb3,0.361558147
GaPd3,0.058149751
FAl3,0.757715292
KPu3,0.857947441
SrSe3,0.625985994
HoSn3,0.276388005
MoTc3,0.193909911
CoBe3,0.063142701
AcYb3,0.039838876
CsAs3,0.944941187
IPt3,0.596561365
ThMo3,0.262150308
VNd3,0.391519794
LuRh3,0.251531707
AcPb3,0.234484985
AgGa3,0.08607288
WI3,1.397404683
SSb3,0.336944679
AuK3,0.12011172
YPb3,0.210462841
NbN3,1.969021647
ErLa3,0.136590088
TlPd3,0.048560716
RuAu3,0.476246395
NaPa3,0.724448947
PF3,1.472523888
RuSc3,0.207789748
InSc3,0.134236934
SbY3,0.387232824
PtSr3,0.47956692
PrW3,0.771449423
EuGe3,0.341790699
IOs3,1.599086619
BOs3,1.046546685
TcYb3,0.395805421
VRh3,0.39825296
TeF3,0.784328212
PdPt3,0.097622905
AcNa3,0.23484147
AuH3,1.162117523
PtNd3,0.414683008
TcGd3,0.301752518
HgP3,0.79741513
CuSr3,0.376996384
AcTi3,0.405567038
CdZr3,0.140960094
ErPm3,0.133275218
CuSb3,0.379066772
MoU3,0.278166561
BrAg3,0.415834273
CaAg3,0.079289882
CoNi3,0.11184436
EuK3,0.168456956
HS3,1.259595116
CoNp3,0.220928543
SbIr3,0.601432309
TiBe3,0.16451366
TbBe3,0.488261685
ReLu3,0.33282667
RuTm3,0.395108829
GeAu3,0.054816326
AcCu3,0.273099141
FOs3,0.936788275
KBe3,1.370382616
YbGa3,0.165422246
OsMo3,0.172430021
YSe3,0.64202335
NbMg3,0.365386458
AuSr3,0.387587844
FePb3,0.558002803
SeFe3,0.366849614
TeOs3,1.149849741
MgBe3,0.39706762
NpV3,0.260634878
CeLa3,0.133095551
RbC3,4.150217599
NdH3,0.040288213
TcNa3,0.930137578
SeRu3,0.712671014
ThPr3,0.190907117
IrK3,0.714766144
NCr3,1.196013661
ReAs3,0.654579219
VHg3,0.477833679
EuU3,0.834038104
SbPm3,0.273111464
AsB3,2.103155844
AsPr3,0.545667136
LaP3,0.755301191
PuEr3,0.176226753
ErGd3,0.141798492
HoBe3,0.340201538
SeAc3,0.756519661
ErRu3,0.449390132
KPd3,0.379394809
CrY3,0.358339324
ThP3,0.639720379
KMn3,1.479905538
ZrEr3,0.203493231
CrNi3,0.122652785
CuO3,1.283771662
CuF3,0.79111935
ICa3,0.504131702
OsMg3,0.145430148
TiZr3,0.105426619
LiFe3,0.219934185
SPb3,0.35326058
ZnDy3,0.228143659
HgEu3,0.136325245
VBe3,0.274096224
UZr3,0.260223879
GdMo3,0.393908941
BiIr3,0.695998638
GdHo3,0.141671966
KRu3,1.428876816
AsBi3,0.24994348
NiOs3,0.57212909
TlC3,3.722011166
HoMn3,0.568775903
ONi3,1.651027389
NdSe3,0.598232635
MgLa3,0.11665703
PrB3,1.917878235
TaCs3,1.430839808
LuSn3,0.246033558
BeI3,1.256110179
NdZr3,0.235505528
MnAl3,0.340886732
MoB3,1.604056618
YbOs3,0.645885123
VPa3,0.279504823
YCr3,0.750839471
CdRu3,0.570912445
PmEr3,0.129708784
IrNb3,0.100450758
TiSc3,0.164024753
SRe3,0.894554691
HoEr3,0.139826689
DyS3,0.764533511
CRe3,1.395040765
CoCe3,0.455827386
PdO3,1.183325304
BaNp3,1.184583676
LuGe3,0.366681397
SiCs3,0.412215825
BeNi3,0.103467105
SPu3,0.777936278
SZn3,0.668932597
TlPt3,0.154400899
BiCr3,0.756793129
RbTa3,1.700582905
CrPt3,0.428681
CsSe3,0.837861687
AcHf3,0.434877964
GaLi3,0.01880167
VW3,-0.020538559
HCe3,0.91211443
CuC3,3.282045594
PaCo3,0.289266117
IrGe3,0.436998992
ClFe3,0.972058495
TeTm3,0.467646327
GaSb3,0.283618085
VCr3,-0.024912097
OSr3,1.630451755
RhPt3,0.192736402
OsHo3,0.384291383
BaAu3,0.258275548
SbNd3,0.324257674
BaHg3,0.051551455
RuCr3,0.14993132
OH3,1.908062036
ErTh3,0.176994695
RbAl3,0.53947769
PbIr3,0.687483438
BrNa3,0.30188326
BrPd3,0.442750695
PuGa3,0.224443279
CuAs3,0.432502251
DyU3,0.678302165
AuEu3,0.269610624
AuSe3,0.610716628
TeYb3,0.445055692
NaHo3,0.281697952
HY3,1.054115061
YbBe3,0.612287243
BeCr3,0.191940098
AgNa3,0.028722217
TiH3,0.203800984
PrSm3,0.137016028
InRe3,0.600816766
ErBe3,0.331067275
SHo3,0.972695216
DyI3,0.721069643
GaRe3,0.267145969
HAs3,0.680678293
AlRb3,0.36318432
DyNa3,0.34843118
RhSi3,0.519280317
CuSi3,0.479390736
HgC3,3.795887176
BaSi3,0.828011321
PuCr3,0.639670333
MgN3,2.386292567
TbW3,0.682276086
PdPa3,0.185360936
LaPa3,0.41583116
VEu3,0.465801055
NbTe3,0.707987287
CsY3,0.684182244
TbMo3,0.533573986
TiCd3,0.150883952
GaCr3,0.090866173
PaIr3,0.653288742
VCd3,0.337179408
GdCs3,0.640083308
RuBe3,0.117955612
NMn3,1.021930772
BeBa3,0.538036173
HoEu3,0.090636629
RhB3,1.358288068
GaAu3,0.079217111
RhPb3,0.348879077
HgCl3,0.5789622
PbN3,2.654598368
IY3,0.620090188
CaGe3,0.356886014
IBe3,1.618108951
BeSb3,0.612856092
SbAc3,0.411165691
PuOs3,0.780792186
PmLu3,0.116842773
HfRb3,1.154719774
KEu3,0.168502056
KI3,0.388319004
AsHo3,0.618720938
CaTc3,0.505987899
SbIn3,0.138878335
TcPr3,0.369575306
TaCu3,0.142519688
PaF3,0.078844942
BaSb3,0.336973404
RuAc3,0.457545014
HfRh3,0.330805843
SeLu3,0.708884
GeSi3,0.54057793
LiGa3,0.058491814
PuNi3,0.209163676
SbSe3,0.487655215
SnDy3,0.255777025
EuHo3,0.181400313
EuPu3,0.367044402
HoO3,0.675501021
TiLa3,0.297131712
YI3,0.71185644
TlAu3,0.1633125
YEr3,0.138708994
AlMn3,0.137516014
TeBa3,0.541929077
PrNb3,0.454170188
PbBe3,0.99512964
TeTl3,0.192752464
BiPm3,0.243341036
TiCl3,1.119403475
HgGe3,0.3810742
ThTl3,0.253919065
SnCl3,0.608217843
WRe3,0.231514559
NaEr3,0.28731926
BeZn3,0.254875643
FeSi3,0.610007262
CoLu3,0.433736013
BeRh3,0.372455372
TcLa3,0.303296926
KW3,1.745665784
RhNp3,0.152430141
CaHo3,0.176520145
MgBa3,0.107591381
CaSc3,0.270974666
PLi3,0.027483474
GaYb3,0.11228474
BaPr3,0.239740159
SiHf3,0.542428594
BiSe3,0.48852234
PmNi3,0.305717274
CsBi3,0.337839941
SRh3,0.572057363
NpIr3,0.437207675
AsGa3,0.286546485
NbW3,-0.041757485
STm3,0.968696434
CoLa3,0.432878614
BSb3,1.070206524
VCu3,0.192981423
TcSr3,0.777852919
BaRu3,1.169533183
CeEu3,0.049510543
TmZn3,0.079535524
IDy3,0.608206224
SCu3,0.356315762
NaI3,0.41548399
YbSe3,0.640235115
WCu3,0.464639858
TcSm3,0.322000399
NpAg3,0.462712427
CeCl3,0.399343663
ZrCa3,0.388554406
NpOs3,0.658110005
ReMg3,0.465145312
SrPr3,0.197930294
GeBe3,0.571280394
SO3,2.498170122
InCs3,0.18438186
RhV3,0.089546127
DySb3,0.380161701
CrTm3,0.337363093
HgAg3,0.105377673
ClRh3,0.879584309
CrAu3,0.156657438
TeCl3,0.818404837
SiPu3,0.207644088
GdSi3,0.686745871
TlNp3,0.785837977
AsN3,2.662325845
PrK3,0.542578729
TmAu3,0.080588218
SmTi3,0.291510448
WPd3,0.273607949
CdPa3,0.29272655
UI3,0.516874236
DyCu3,0.163232035
HBe3,0.688322895
TlTb3,0.496822506
LiK3,0.106780304
NpZn3,0.156323402
PtGe3,0.364327139
HfIn3,0.409397271
WS3,1.127947684
SeNa3,0.253422895
TeIn3,0.21135426
RbPr3,0.533105907
PCs3,0.136205137
FCs3,0.69306453
ErTl3,0.178694982
RuZn3,0.139751432
InEr3,0.149328654
YAu3,0.07318615
BiU3,0.47734971
BeNa3,0.439288862
BaI3,0.259057072
NDy3,1.846540104
HgCa3,0.148276042
CHo3,1.440029294
HfRu3,0.394011792
TiS3,0.966198602
InH3,0.820760498
CeNa3,0.247563082
PaBi3,0.301477545
VY3,0.335058304
CePa3,0.474996391
CaLa3,0.127763505
VLu3,0.282531681
CoNb3,0.146729827
WH3,0.666626248
NpTb3,1.285846189
LaY3,0.104685239
SbTc3,0.235987566
PuMo3,0.564033963
HfMo3,0.087267299
SPd3,0.332412489
SnY3,0.284052931
NY3,1.882739422
BSi3,0.986678948
TmGe3,0.37172174
NiF3,0.894553558
SbH3,0.842400373
HoLi3,0.237996027
GaSc3,0.185208872
PAs3,0.502415188
NSr3,1.493624225
CdI3,0.619844317
DyHg3,0.055880129
HgMo3,0.636755364
OsPt3,0.423273603
NpPu3,0.533728263
NaGe3,0.295575155
AlNp3,0.380752281
MnNa3,0.458653823
MnTb3,6.983711373
ErHg3,0.059237273
AlI3,1.00639198
TmN3,2.068067092
PtIr3,0.526288338
BeCd3,0.487920978
NNb3,1.571594565
MoRb3,1.195131743
IPu3,0.580592969
SiTe3,0.538029038
InCr3,0.355357005
DyC3,2.542655383
MgCl3,0.826508514
AuPm3,0.273391391
ClAg3,0.365483394
EuFe3,0.471295712
ErW3,0.44172409
SrO3,1.119109113
CrK3,0.645249524
IrTm3,0.427230955
TbIn3,0.28326119
HfLu3,0.256207088
LaDy3,0.124869235
BrPu3,1.60831699
IHg3,0.273424553
CrSb3,0.463193527
PaS3,0.275981703
ErIr3,0.631070254
ISi3,1.085003443
NdTm3,0.122161831
PdTc3,0.409017147
VGe3,0.503371795
NBi3,1.107235902
YbF3,0.182653453
OsBi3,0.874650794
BiAg3,0.148354593
AsRe3,0.500208257
TiAg3,0.154299355
BeCl3,1.506850482
TeSm3,0.445762472
BaPt3,0.706164322
CuAl3,0.21751045
LuTa3,0.320501784
TiNd3,0.32287151
BeCe3,0.44221902
TcTb3,0.726129943
SmTb3,0.63575116
NiS3,0.9485389
KPm3,0.487808252
NpSm3,0.46832723
NbPt3,0.29589027
MgZn3,0.099733138
CrPu3,0.548526578
SeIr3,0.84933674
CrCl3,1.208018878
TlPa3,0.304095696
SbHf3,0.383502829
WSn3,0.759923627
VSm3,0.374299959
CsF3,0.432806431
BrSe3,0.691194795
PaLi3,0.764173545
ThOs3,0.902698585
BiSr3,0.331203405
NdAc3,0.149036271
HoK3,0.583824638
SiRe3,0.316399116
NpU3,0.316562837
UBr3,0.41104196
PmU3,0.739735996
BrAu3,0.460415397
CeTe3,0.503685565
SeAg3,0.168287683
OZn3,0.890409578
CuCa3,0.290904135
CeSc3,0.138416959
NdHo3,0.129404221
BeS3,1.303062229
UTc3,0.19037599
TlMg3,0.05205913
ErPt3,0.330768265
TbBr3,0.647278686
BrCu3,0.672073546
RuGe3,0.485825012
ThPu3,0.848431583
ZrMg3,0.116285622
UTh3,0.487158641
CaK3,0.152776561
UIn3,0.40274678
AgRu3,0.727429188
YbTe3,0.493637031
TmEu3,0.09945186
HfNi3,0.197527538
BiDy3,0.301848534
CaBi3,0.16716552
CuK3,0.331926269
PaCl3,0.355528025
EuMn3,0.77732928
MoNb3,0.007947804
SiCd3,0.369487241
SbCr3,0.354801382
DyTe3,0.526636104
PdCd3,0.081284818
CTl3,1.379010414
LiCa3,0.082358922
KSm3,0.499883131
ClZr3,0.998562598
YCu3,0.163008525
FSc3,1.32054257
VTb3,0.833834091
TmBa3,0.236246398
HfDy3,0.281856971
RuTi3,0.084466446
TmCr3,0.606640543
CsC3,4.311520785
ScAs3,0.575873495
BPr3,0.920304171
RhZn3,0.08237829
BiSb3,0.217935095
RuCa3,0.280943795
CeV3,0.710579096
ReCs3,1.579544176
RuBi3,0.587929141
LuAl3,0.319057558
IO3,1.061710959
TeSb3,0.275064763
BePa3,0.360876339
SeAl3,0.570323595
NSe3,1.52656885
CrAg3,0.417369624
LaLi3,0.210450178
ErBi3,0.298996575
CsCo3,1.659883152
TiFe3,0.016967476
ClPt3,0.756408815
ZrNb3,0.074570731
HfIr3,0.634008305
HfTh3,0.218160661
FZr3,1.182784325
RuSr3,0.525329818
TeV3,0.312919437
BaZr3,0.653369866
GeV3,0.174580204
SnEu3,0.158538509
CrTh3,0.44375948
AsCu3,0.134984926
PtAu3,0.11859715
SmCo3,0.421197019
AlIr3,0.45607624
TmRh3,0.270087102
TaGa3,0.571887401
TaNi3,0.178273568
PbY3,0.292870994
ThO3,0.527605336
VTh3,0.41360076
InTe3,0.363988928
MgNi3,0.134663264
OsNi3,0.241860048
OS3,1.499150322
PaSb3,0.440434105
ZnSm3,0.224528394
EuGa3,0.183017941
GdPm3,0.137234309
ScI3,0.916432373
TeLa3,0.427737728
PrAg3,0.084274985
NpAu3,0.311895325
FCe3,1.174813334
FeGa3,0.496517371
PdU3,0.228750833
YRu3,0.500757544
GeMn3,-0.04806209
PrSn3,0.301393745
CSr3,1.383937284
SmGa3,0.310491745
SiTm3,0.449282745
BaP3,1.043411985
RhTa3,0.112670154
PdNa3,0.039863543
NbH3,0.278397999
SPr3,0.910179306
GdO3,0.631350562
AcAu3,0.056459466
IrTb3,0.60637313
YAc3,0.144556491
BCa3,0.853919184
ZrF3,0.637782282
TaLi3,0.818737672
WGa3,0.588465334
SiF3,1.776859606
HN3,3.409484309
CsSb3,0.518867959
HTh3,0.959380547
PbTh3,0.213902764
HfAu3,0.096109389
HO3,2.233993975
SmNp3,0.792185729
NbY3,0.357695736
AsSm3,0.569629324
ClSi3,0.940031269
TcTl3,0.92855107
TiAs3,0.617015885
IV3,0.860953515
HfAs3,0.626828274
DySi3,0.677143101
HNb3,0.9296567
PaTa3,0.09233662
LaCa3,0.083097855
PtDy3,0.436800353
BeAl3,0.26827408
NSi3,1.620711041
ZrCl3,0.898410779
InBi3,0.124717998
