formula,property
Hf-Nb-Cd-N,0.07105875
Hf-Nb-Co-C,0.23391439
Hf-Nb-Co-N,0.28583953
Hf-Nb-Cu-C,0.12934251
Hf-Nb-Cu-N,0.1718835
Hf-Nb-Fe-C,0.34137705
Hf-Nb-Fe-N,0.3211962
Hf-Nb-Ga-C,-0.007892498
Hf-Nb-Ga-N,0.07249632
Hf-Nb-Ge-C,0.022178262
Hf-Nb-Ge-N,0.15092362
Hf-Nb-In-C,0.0015434842
Hf-Nb-In-N,0.046129085
Hf-Nb-Ni-C,0.18075752
Hf-Nb-Ni-N,0.28054848
Hf-Nb-P-C,0.049007405
Hf-Nb-P-N,0.15034248
Hf-Nb-Pb-C,0.05250164
Hf-Nb-Pb-N,0.1629023
Hf-Nb-S-C,0.020186668
Hf-Nb-S-N,0.14900541
Hf-Nb-Sb-C,0.040617503
Hf-Nb-Sb-N,0.18119656
Hf-Nb-Si-C,0.090777986
Hf-Nb-Si-N,0.21534745
Hf-Nb-Sn-C,0.06153692
Hf-Nb-Sn-N,0.105663165
Hf-Nb-Tl-C,0.04224728
Hf-Nb-Tl-N,0.11193762
Hf-Nb-Zn-C,0.05444928
Hf-Nb-Zn-N,0.097397655
Hf-Sc-Al-C,0.047345825
Hf-Sc-Al-N,0.043193456
Hf-Sc-As-C,0.10052232
Hf-Sc-As-N,0.14009157
Hf-Sc-Au-C,0.18224739
Hf-Sc-Au-N,0.13261893
Hf-Sc-Bi-C,0.108302236
Hf-Sc-Bi-N,0.20257728
Hf-Sc-Cd-C,0.06830906
Hf-Sc-Cd-N,0.026626093
Hf-Sc-Co-C,0.232775
Hf-Sc-Co-N,0.20831168
Hf-Sc-Cu-C,0.19331792
Hf-Sc-Cu-N,0.1557979
Hf-Sc-Fe-C,0.2780476
Hf-Sc-Fe-N,0.27208704
Hf-Sc-Ga-C,0.072227605
Hf-Sc-Ga-N,-0.001596035
Hf-Sc-Ge-C,0.071847565
Hf-Sc-Ge-N,0.08832424
Hf-Sc-In-C,0.06468554
Hf-Sc-In-N,-0.012233647
Hf-Sc-Ni-C,0.23229742
Hf-Sc-Ni-N,0.21852496
Hf-Sc-P-C,0.13174206
Hf-Sc-P-N,0.1471924
Hf-Sc-Pb-C,0.03317649
Hf-Sc-Pb-N,0.044825327
Hf-Sc-S-C,0.031720832
Hf-Sc-S-N,0.061753675
Hf-Sc-Sb-C,0.12453388
Hf-Sc-Sb-N,0.17727089
Hf-Sc-Si-C,0.13451757
Hf-Sc-Si-N,0.19605052
Hf-Sc-Sn-C,0.0184375
Hf-Sc-Sn-N,0.033251826
Hf-Sc-Tl-C,0.050039046
Hf-Sc-Tl-N,0.01207244
Hf-Sc-Zn-C,0.12618336
Hf-Sc-Zn-N,0.052250385
Hf-Ta-Al-C,-0.0073918495
Hf-Ta-Al-N,0.086661175
Hf-Ta-As-C,0.0036844027
Hf-Ta-As-N,0.17035769
Hf-Ta-Au-C,0.062621266
Hf-Ta-Au-N,0.10857346
Hf-Ta-Bi-C,0.15962929
Hf-Ta-Bi-N,0.30034062
Hf-Ta-Cd-C,0.015848417
Hf-Ta-Cd-N,0.0993018
Hf-Ta-Co-C,0.21585563
Hf-Ta-Co-N,0.3007941
Hf-Ta-Cu-C,0.14395277
Hf-Ta-Cu-N,0.18297936
Hf-Ta-Fe-C,0.36361074
Hf-Ta-Fe-N,0.41051042
Hf-Ta-Ga-C,-0.015113998
Hf-Ta-Ga-N,0.08598276
Hf-Ta-Ge-C,0.022898166
Hf-Ta-Ge-N,0.14718594
Hf-Ta-In-C,0.0018180169
Hf-Ta-In-N,0.112063944
Hf-Ta-Ni-C,0.18240187
Hf-Ta-Ni-N,0.24494982
Hf-Ta-P-C,-0.0040539154
Hf-Ta-P-N,0.14884676
Hf-Ta-Pb-C,0.0953258
Hf-Ta-Pb-N,0.24976876
Hf-Ta-S-C,0.036003314
Hf-Ta-S-N,0.24479361
Hf-Ta-Sb-C,0.070821315
Hf-Ta-Sb-N,0.24233466
Hf-Ta-Si-C,0.082112655
Hf-Ta-Si-N,0.23394592
Hf-Ta-Sn-C,0.07449035
Hf-Ta-Sn-N,0.15411477
Hf-Ta-Tl-C,0.05249711
Hf-Ta-Tl-N,0.20403028
Hf-Ta-Zn-C,0.06110729
Hf-Ta-Zn-N,0.10656482
Hf-Ti-Al-C,0.021695297
Hf-Ti-Al-N,0.010083199
Hf-Ti-As-C,0.029145086
Hf-Ti-As-N,0.075345606
Hf-Ti-Au-C,0.055893414
Hf-Ti-Au-N,0.07720959
Hf-Ti-Bi-C,0.029964022
Hf-Ti-Bi-N,0.17415394
Hf-Ti-Cd-C,0.01907242
Hf-Ti-Cd-N,0.0041243327
Hf-Ti-Co-C,0.29481006
Hf-Ti-Co-N,0.19382684
Hf-Ti-Cu-C,0.13548298
Hf-Ti-Cu-N,0.114419945
Hf-Ti-Fe-C,0.3005368
Hf-Ti-Fe-N,0.3302451
Hf-Ti-Ga-C,-0.004278262
Hf-Ti-Ga-N,-0.00063532515
Hf-Ti-Ge-C,0.012303429
Hf-Ti-Ge-N,0.08301463
Hf-Ti-In-C,0.015006065
Hf-Ti-In-N,0.0063466267
Hf-Ti-Ni-C,0.24392967
Hf-Ti-Ni-N,0.15439832
Hf-Ti-P-C,0.036656782
Hf-Ti-P-N,0.07963442
Hf-Ti-Pb-C,0.017437693
Hf-Ti-Pb-N,0.08456181
Hf-Ti-S-C,0.042022277
Hf-Ti-S-N,0.07233949
Hf-Ti-Sb-C,0.04602933
Hf-Ti-Sb-N,0.13686755
Hf-Ti-Si-C,0.08485227
Hf-Ti-Si-N,0.14041689
Hf-Ti-Sn-C,0.013693239
Hf-Ti-Sn-N,0.047065713
Hf-Ti-Tl-C,0.013867087
Hf-Ti-Tl-N,0.026224574
Hf-Ti-Zn-C,0.05934986
Hf-Ti-Zn-N,0.039044764
Hf-V-Al-C,0.03926611
Hf-V-Al-N,0.102219336
Hf-V-As-C,0.051362086
Hf-V-As-N,0.12221684
Hf-V-Au-C,0.07648437
Hf-V-Au-N,0.1198496
Hf-V-Bi-C,0.13957202
Hf-V-Bi-N,0.27897415
Hf-V-Cd-C,0.059663214
Hf-V-Cd-N,0.116691984
Hf-V-Co-C,0.26668906
Hf-V-Co-N,0.25592348
Hf-V-Cu-C,0.1445997
Hf-V-Cu-N,0.17056726
Hf-V-Fe-C,0.40912607
Hf-V-Fe-N,0.47443902
Hf-V-Ga-C,0.01885509
Hf-V-Ga-N,0.03914438
Hf-V-Ge-C,0.056021143
Hf-V-Ge-N,0.13206792
Hf-V-In-C,0.044967484
Hf-V-In-N,0.10018537
Hf-V-Ni-C,0.21094023
Hf-V-Ni-N,0.200861
Hf-V-P-C,0.07652735
Hf-V-P-N,0.13655409
Hf-V-Pb-C,0.15385087
Hf-V-Pb-N,0.20729707
Hf-V-S-C,0.074697636
Hf-V-S-N,0.19109955
Hf-V-Sb-C,0.08535706
Hf-V-Sb-N,0.18846415
Hf-V-Si-C,0.08419486
Hf-V-Si-N,0.19256414
Hf-V-Sn-C,0.07638934
Hf-V-Sn-N,0.10262432
Hf-V-Tl-C,0.11711658
Hf-V-Tl-N,0.18290772
Hf-V-Zn-C,0.08148981
Hf-V-Zn-N,0.08753022
Hf-W-Al-C,0.037839424
Hf-W-Al-N,0.2545999
Hf-W-As-C,0.09692392
Hf-W-As-N,0.2516273
Hf-W-Au-C,0.103103876
Hf-W-Au-N,0.2688228
Hf-W-Bi-C,0.265041
Hf-W-Bi-N,0.55614424
Hf-W-Cd-C,0.09305015
Hf-W-Cd-N,0.32968912
Hf-W-Co-C,0.2839132
Hf-W-Co-N,0.4977371
Hf-W-Cu-C,0.18589306
Hf-W-Cu-N,0.32772025
Hf-W-Fe-C,0.47808805
Hf-W-Fe-N,0.53435916
Hf-W-Ga-C,0.03258575
Hf-W-Ga-N,0.22503662
Hf-W-Ge-C,0.060126547
Hf-W-Ge-N,0.26098987
Hf-W-In-C,0.07798792
Hf-W-In-N,0.31364462
Hf-W-Ni-C,0.18347996
Hf-W-Ni-N,0.5148498
Hf-W-P-C,0.11555101
Hf-W-P-N,0.24841258
Hf-W-Pb-C,0.22796513
Hf-W-Pb-N,0.5079954
Hf-W-S-C,0.14889885
Hf-W-S-N,0.44146246
Hf-W-Sb-C,0.16387857
Hf-W-Sb-N,0.43029583
Hf-W-Si-C,0.11450452
Hf-W-Si-N,0.29430914
Hf-W-Sn-C,0.10876023
Hf-W-Sn-N,0.34297135
Hf-W-Tl-C,0.124846585
Hf-W-Tl-N,0.43114403
Hf-W-Zn-C,0.083788484
Hf-W-Zn-N,0.20577383
Hf-Y-Al-C,0.065010354
Hf-Y-Al-N,0.020569945
Hf-Y-As-C,0.28702116
Hf-Y-As-N,0.18552966
Hf-Y-Au-C,0.15621762
Hf-Y-Au-N,0.12303881
Hf-Y-Bi-C,0.20881034
Hf-Y-Bi-N,0.29315558
Hf-Y-Cd-C,0.105147846
Hf-Y-Cd-N,0.02847519
Hf-Y-Co-C,0.18744679
Hf-Y-Co-N,0.13593535
Hf-Y-Cu-C,0.17612489
Hf-Y-Cu-N,0.11347749
Hf-Y-Fe-C,0.22019485
Hf-Y-Fe-N,0.17885262
Hf-Y-Ga-C,0.08150102
Hf-Y-Ga-N,0.018707467
Hf-Y-Ge-C,0.089027725
Hf-Y-Ge-N,0.11631367
Hf-Y-In-C,0.09115283
Hf-Y-In-N,0.010339062
Hf-Y-Ni-C,0.19396137
Hf-Y-Ni-N,0.13940099
Hf-Y-P-C,0.25152117
Hf-Y-P-N,0.21791705
Hf-Y-Pb-C,0.09778806
Hf-Y-Pb-N,0.07908179
Hf-Y-S-C,0.14803073
Hf-Y-S-N,0.16235085
Hf-Y-Sb-C,0.21860348
Hf-Y-Sb-N,0.23820956
Hf-Y-Si-C,0.1396169
Hf-Y-Si-N,0.16624127
Hf-Y-Sn-C,0.084045336
Hf-Y-Sn-N,0.094372675
Hf-Y-Tl-C,0.10624443
Hf-Y-Tl-N,0.034816552
Hf-Y-Zn-C,0.11258922
Hf-Y-Zn-N,0.04129089
Hf-Zr-Al-C,0.0407405
Hf-Zr-Al-N,0.024958553
Hf-Zr-As-C,0.05630311
Hf-Zr-As-N,0.09625717
Hf-Zr-Au-C,0.040297054
Hf-Zr-Au-N,0.09292377
Hf-Zr-Bi-C,0.04344875
Hf-Zr-Bi-N,0.17240776
Hf-Zr-Cd-C,0.018685864
Hf-Zr-Cd-N,-0.0059703267
Hf-Zr-Co-C,0.23392439
Hf-Zr-Co-N,0.1723101
Hf-Zr-Cu-C,0.1329822
Hf-Zr-Cu-N,0.12888518
Hf-Zr-Fe-C,0.24855748
Hf-Zr-Fe-N,0.21080105
Hf-Zr-Ga-C,0.007846633
Hf-Zr-Ga-N,0.028719906
Hf-Zr-Ge-C,0.03782268
Hf-Zr-Ge-N,0.10365199
Hf-Zr-In-C,0.013366627
Hf-Zr-In-N,0.0061890306
Hf-Zr-Ni-C,0.18551637
Hf-Zr-Ni-N,0.16555142
Hf-Zr-P-C,0.03577269
Hf-Zr-P-N,0.101907134
Hf-Zr-Pb-C,0.022950199
Hf-Zr-Pb-N,0.06469083
Hf-Zr-S-C,0.049758818
Hf-Zr-S-N,0.1082741
Hf-Zr-Sb-C,0.051279265
Hf-Zr-Sb-N,0.15998036
Hf-Zr-Si-C,0.13379848
Hf-Zr-Si-N,0.1857628
Hf-Zr-Sn-C,0.036232688
Hf-Zr-Sn-N,0.056582544
Hf-Zr-Tl-C,0.0057190815
Hf-Zr-Tl-N,0.018352808
Hf-Zr-Zn-C,0.07102881
Hf-Zr-Zn-N,0.06079118
Lu-Cr-Al-C,0.13222617
Lu-Cr-Al-N,0.3365813
Lu-Cr-As-C,0.35094476
Lu-Cr-As-N,0.3024069
Lu-Cr-Au-C,0.16255306
Lu-Cr-Au-N,0.30462235
Lu-Cr-Bi-C,0.2353134
Lu-Cr-Bi-N,0.38519427
Lu-Cr-Cd-C,0.15484624
Lu-Cr-Cd-N,0.3004924
Lu-Cr-Co-C,0.25449595
Lu-Cr-Co-N,0.6819536
Lu-Cr-Cu-C,0.34490353
Lu-Cr-Cu-N,0.34310335
Lu-Cr-Fe-C,0.3118231
Lu-Cr-Fe-N,0.5684982
Lu-Cr-Ga-C,0.056871675
Lu-Cr-Ga-N,0.25572154
Lu-Cr-Ge-C,0.100684896
Lu-Cr-Ge-N,0.23552337
Lu-Cr-In-C,0.14509761
Lu-Cr-In-N,0.28098297
Lu-Cr-Ni-C,0.39919138
Lu-Cr-Ni-N,0.3936862
Lu-Cr-P-C,0.5283974
Lu-Cr-P-N,0.33419096
Lu-Cr-Pb-C,1.4527658
Lu-Cr-Pb-N,0.3236152
Lu-Cr-S-C,0.25666615
Lu-Cr-S-N,0.27481648
Lu-Cr-Sb-C,0.29886797
Lu-Cr-Sb-N,0.32944795
Lu-Cr-Si-C,0.14252155
Lu-Cr-Si-N,0.31951913
Lu-Cr-Sn-C,0.13726021
Lu-Cr-Sn-N,0.27258718
Lu-Cr-Tl-C,0.14902371
Lu-Cr-Tl-N,0.3202171
Lu-Cr-Zn-C,0.07328236
Lu-Cr-Zn-N,0.25393796
Lu-Hf-Al-C,0.13872707
Lu-Hf-Al-N,0.084163696
Lu-Hf-As-C,0.2253546
Lu-Hf-As-N,0.2082732
Lu-Hf-Au-C,0.20675872
Lu-Hf-Au-N,0.18860747
Lu-Hf-Bi-C,0.14018238
Lu-Hf-Bi-N,0.23931679
Lu-Hf-Cd-C,0.102257654
Lu-Hf-Cd-N,0.1331952
Lu-Hf-Co-C,0.25279403
Lu-Hf-Co-N,0.41134015
Lu-Hf-Cu-C,0.29754046
Lu-Hf-Cu-N,0.20417422
Lu-Hf-Fe-C,0.2793894
Lu-Hf-Fe-N,0.4000072
Lu-Hf-Ga-C,0.12538463
Lu-Hf-Ga-N,0.07359975
Lu-Hf-Ge-C,0.045697846
Lu-Hf-Ge-N,0.116851375
Lu-Hf-In-C,0.08854399
Lu-Hf-In-N,0.044320162
Lu-Hf-Ni-C,0.34833443
Lu-Hf-Ni-N,0.34528294
Lu-Hf-P-C,0.23728238
Lu-Hf-P-N,0.21414793
Lu-Hf-Pb-C,0.024909848
Lu-Hf-Pb-N,0.038905
Lu-Hf-S-C,0.029557986
Lu-Hf-S-N,0.06519824
Lu-Hf-Sb-C,0.1466423
Lu-Hf-Sb-N,0.20143086
Lu-Hf-Si-C,0.105827294
Lu-Hf-Si-N,0.17108053
Lu-Hf-Sn-C,0.028571086
Lu-Hf-Sn-N,0.057397462
Lu-Hf-Tl-C,0.06763171
Lu-Hf-Tl-N,0.008694468
Lu-Hf-Zn-C,0.17886391
Lu-Hf-Zn-N,0.13024817
Lu-Lu-Al-C,0.10722105
Lu-Lu-Al-N,0.122634865
Lu-Lu-As-C,0.21120575
Lu-Lu-As-N,0.28848007
Lu-Lu-Au-C,0.18105379
Lu-Lu-Au-N,0.22365162
Lu-Lu-Bi-C,0.055441342
Lu-Lu-Bi-N,0.24686144
Lu-Lu-Cd-C,0.11832245
Lu-Lu-Cd-N,0.14628376
Lu-Lu-Co-C,0.1887583
Lu-Lu-Co-N,0.2957501
Lu-Lu-Cu-C,0.17224608
Lu-Lu-Cu-N,0.2402141
Lu-Lu-Fe-C,0.28008175
Lu-Lu-Fe-N,0.34764087
Lu-Lu-Ga-C,0.07925588
Lu-Lu-Ga-N,0.12946075
Lu-Lu-Ge-C,0.06390513
Lu-Lu-Ge-N,0.13409187
Lu-Lu-In-C,0.037254166
Lu-Lu-In-N,0.062623926
Lu-Lu-Ni-C,0.24917433
Lu-Lu-Ni-N,0.2814348
Lu-Lu-P-C,0.24283494
Lu-Lu-P-N,0.25276574
Lu-Lu-Pb-C,0.018845247
Lu-Lu-Pb-N,0.040308233
Lu-Lu-S-C,0.02506143
Lu-Lu-S-N,0.059417337
Lu-Lu-Sb-C,0.057485983
Lu-Lu-Sb-N,0.24217424
Lu-Lu-Si-C,0.10514188
Lu-Lu-Si-N,0.19219334
Lu-Lu-Sn-C,0.0066447034
Lu-Lu-Sn-N,0.047605965
Lu-Lu-Tl-C,0.045475937
Lu-Lu-Tl-N,0.019328907
Lu-Lu-Zn-C,0.23363012
Lu-Lu-Zn-N,0.16866653
Lu-Mn-Al-C,0.16999154
Lu-Mn-Al-N,0.30697572
Lu-Mn-As-C,0.45568338
Lu-Mn-As-N,0.37552437
Lu-Mn-Au-C,0.15758877
Lu-Mn-Au-N,0.28504494
Lu-Mn-Bi-C,0.2724966
Lu-Mn-Bi-N,0.32867673
Lu-Mn-Cd-C,0.09679849
Lu-Mn-Cd-N,0.2778205
Lu-Mn-Co-C,0.4449487
Lu-Mn-Co-N,0.45065016
Lu-Mn-Cu-C,0.2999606
Lu-Mn-Cu-N,0.378082
Lu-Mn-Fe-C,0.4822112
Lu-Mn-Fe-N,0.58734626
Lu-Mn-Ga-C,0.1155762
Lu-Mn-Ga-N,0.24067532
Lu-Mn-Ge-C,0.173093
Lu-Mn-Ge-N,0.26530424
Lu-Mn-In-C,0.13668245
Lu-Mn-In-N,0.26327506
Lu-Mn-Ni-C,0.43995437
Lu-Mn-Ni-N,0.38700244
Lu-Mn-P-C,0.44116893
Lu-Mn-P-N,0.38247794
Lu-Mn-Pb-C,0.17283757
Lu-Mn-Pb-N,0.31279624
Lu-Mn-S-C,0.29332018
Lu-Mn-S-N,0.20582993
Lu-Mn-Sb-C,0.283601
Lu-Mn-Sb-N,0.34069413
Lu-Mn-Si-C,0.36172098
Lu-Mn-Si-N,0.4665694
Lu-Mn-Sn-C,0.19099219
Lu-Mn-Sn-N,0.25152794
Lu-Mn-Tl-C,0.1434214
Lu-Mn-Tl-N,0.2987013
Lu-Mn-Zn-C,0.13651682
Lu-Mn-Zn-N,0.2807747
Lu-Mo-Al-C,0.03504256
Lu-Mo-Al-N,0.25502858
Lu-Mo-As-C,0.24055973
Lu-Mo-As-N,0.32907334
Lu-Mo-Au-C,0.14392826
Lu-Mo-Au-N,0.29868388
Lu-Mo-Bi-C,0.21404447
Lu-Mo-Bi-N,0.37045932
Lu-Mo-Cd-C,0.040057406
Lu-Mo-Cd-N,0.2611097
Lu-Mo-Co-C,0.3115637
Lu-Mo-Co-N,0.7238731
Lu-Mo-Cu-C,0.113901384
Lu-Mo-Cu-N,0.37575454
Lu-Mo-Fe-C,0.18800579
Lu-Mo-Fe-N,0.6662972
Lu-Mo-Ga-C,-0.03499827
Lu-Mo-Ga-N,0.19350706
Lu-Mo-Ge-C,0.06240386
Lu-Mo-Ge-N,0.21982184
Lu-Mo-In-C,-0.015778184
Lu-Mo-In-N,0.19158767
Lu-Mo-Ni-C,0.36837733
Lu-Mo-Ni-N,0.4270082
Lu-Mo-P-C,0.24208027
Lu-Mo-P-N,0.3302819
Lu-Mo-Pb-C,0.051452834
Lu-Mo-Pb-N,0.30743158
Lu-Mo-S-C,0.115467764
Lu-Mo-S-N,0.21605562
Lu-Mo-Sb-C,0.1685788
Lu-Mo-Sb-N,0.33306438
Lu-Mo-Si-C,0.061082594
Lu-Mo-Si-N,0.31338856
Lu-Mo-Sn-C,0.05686704
Lu-Mo-Sn-N,0.23379937
Lu-Mo-Tl-C,-0.0030874405
Lu-Mo-Tl-N,0.27008107
Lu-Mo-Zn-C,0.025834506
Lu-Mo-Zn-N,0.2563524
Lu-Nb-Al-C,0.048641227
Lu-Nb-Al-N,0.13033973
Lu-Nb-As-C,0.23532131
Lu-Nb-As-N,0.21906492
Lu-Nb-Au-C,0.24475844
Lu-Nb-Au-N,0.2021326
Lu-Nb-Bi-C,0.16501687
Lu-Nb-Bi-N,0.23419264
Lu-Nb-Cd-C,0.036229342
Lu-Nb-Cd-N,0.14071204
Lu-Nb-Co-C,0.32482922
Lu-Nb-Co-N,0.5232858
Lu-Nb-Cu-C,0.26648304
Lu-Nb-Cu-N,0.24027978
Lu-Nb-Fe-C,0.18837713
Lu-Nb-Fe-N,0.46881545
Lu-Nb-Ga-C,0.035465963
Lu-Nb-Ga-N,0.10793613
Lu-Nb-Ge-C,0.05794141
Lu-Nb-Ge-N,0.14799412
Lu-Nb-In-C,0.010504102
Lu-Nb-In-N,0.058125205
Lu-Nb-Ni-C,0.35059232
Lu-Nb-Ni-N,0.40483233
Lu-Nb-P-C,0.23178437
Lu-Nb-P-N,0.22996087
Lu-Nb-Pb-C,0.006414
Lu-Nb-Pb-N,0.10457202
Lu-Nb-S-C,0.081241935
Lu-Nb-S-N,0.13817555
Lu-Nb-Sb-C,0.15119062
Lu-Nb-Sb-N,0.22427195
Lu-Nb-Si-C,0.09791024
Lu-Nb-Si-N,0.20059955
Lu-Nb-Sn-C,0.0122271925
Lu-Nb-Sn-N,0.10441027
Lu-Nb-Tl-C,0.013780363
Lu-Nb-Tl-N,0.08526768
Lu-Nb-Zn-C,0.056083795
Lu-Nb-Zn-N,0.17254227
Lu-Sc-Al-C,0.11138545
Lu-Sc-Al-N,0.11645669
Lu-Sc-As-C,0.13400324
Lu-Sc-As-N,0.27699745
Lu-Sc-Au-C,0.15881503
Lu-Sc-Au-N,0.21257749
Lu-Sc-Bi-C,0.010567052
Lu-Sc-Bi-N,0.2181115
Lu-Sc-Cd-C,0.096991666
Lu-Sc-Cd-N,0.12687281
Lu-Sc-Co-C,0.21433415
Lu-Sc-Co-N,0.28395724
Lu-Sc-Cu-C,0.15652181
Lu-Sc-Cu-N,0.26646
Lu-Sc-Fe-C,0.27191845
Lu-Sc-Fe-N,0.32992083
Lu-Sc-Ga-C,0.060818583
Lu-Sc-Ga-N,0.1084118
Lu-Sc-Ge-C,0.039921366
Lu-Sc-Ge-N,0.12252643
Lu-Sc-In-C,0.06829267
Lu-Sc-In-N,0.050270647
Lu-Sc-Ni-C,0.22308181
Lu-Sc-Ni-N,0.32468417
Lu-Sc-P-C,0.21311665
Lu-Sc-P-N,0.24149098
Lu-Sc-Pb-C,0.041724462
Lu-Sc-Pb-N,0.022191279
Lu-Sc-S-C,0.008406459
Lu-Sc-S-N,0.034786396
Lu-Sc-Sb-C,0.03746168
Lu-Sc-Sb-N,0.24338824
Lu-Sc-Si-C,0.11140292
Lu-Sc-Si-N,0.21226437
Lu-Sc-Sn-C,0.0068920827
Lu-Sc-Sn-N,0.028964857
Lu-Sc-Tl-C,0.044504076
Lu-Sc-Tl-N,0.03590381
Lu-Sc-Zn-C,0.11766608
Lu-Sc-Zn-N,0.17412902
Lu-Ta-Al-C,0.032743204
Lu-Ta-Al-N,0.12136335
Lu-Ta-As-C,0.23304184
Lu-Ta-As-N,0.26533675
Lu-Ta-Au-C,0.19427414
Lu-Ta-Au-N,0.22924541
Lu-Ta-Bi-C,0.17945947
Lu-Ta-Bi-N,0.30707335
Lu-Ta-Cd-C,0.029363587
Lu-Ta-Cd-N,0.16765867
Lu-Ta-Co-C,0.29817683
Lu-Ta-Co-N,0.5834472
Lu-Ta-Cu-C,0.2921427
Lu-Ta-Cu-N,0.26082057
Lu-Ta-Fe-C,0.1741671
Lu-Ta-Fe-N,0.5256689
Lu-Ta-Ga-C,0.026237782
Lu-Ta-Ga-N,0.09110443
Lu-Ta-Ge-C,0.047294144
Lu-Ta-Ge-N,0.13016273
Lu-Ta-In-C,0.014990347
Lu-Ta-In-N,0.079250425
Lu-Ta-Ni-C,0.36940166
Lu-Ta-Ni-N,0.4217942
Lu-Ta-P-C,0.23582909
Lu-Ta-P-N,0.2479559
Lu-Ta-Pb-C,0.049535066
Lu-Ta-Pb-N,0.18373244
Lu-Ta-S-C,0.07070158
Lu-Ta-S-N,0.1796189
Lu-Ta-Sb-C,0.17320658
Lu-Ta-Sb-N,0.25623116
Lu-Ta-Si-C,0.07468939
Lu-Ta-Si-N,0.21665332
Lu-Ta-Sn-C,0.016664172
Lu-Ta-Sn-N,0.116583705
Lu-Ta-Tl-C,0.026399832
Lu-Ta-Tl-N,0.18975769
Lu-Ta-Zn-C,0.054168597
Lu-Ta-Zn-N,0.17322487
Lu-Ti-Al-C,0.11515124
Lu-Ti-Al-N,0.1113378
Lu-Ti-As-C,0.2179655
Lu-Ti-As-N,0.311696
Lu-Ti-Au-C,0.32263044
Lu-Ti-Au-N,0.2037865
Lu-Ti-Bi-C,0.17017205
Lu-Ti-Bi-N,0.28036824
Lu-Ti-Cd-C,0.071431175
Lu-Ti-Cd-N,0.121546805
Lu-Ti-Co-C,0.2556954
Lu-Ti-Co-N,0.5188424
Lu-Ti-Cu-C,0.26578015
Lu-Ti-Cu-N,0.27521485
Lu-Ti-Fe-C,0.34290895
Lu-Ti-Fe-N,0.52438873
Lu-Ti-Ga-C,0.058359675
Lu-Ti-Ga-N,0.097351015
Lu-Ti-Ge-C,0.058442924
Lu-Ti-Ge-N,0.09448769
Lu-Ti-In-C,0.06582343
Lu-Ti-In-N,0.054572288
Lu-Ti-Ni-C,0.3396767
Lu-Ti-Ni-N,0.4256311
Lu-Ti-P-C,0.27359623
Lu-Ti-P-N,0.27115998
Lu-Ti-Pb-C,0.048464037
Lu-Ti-Pb-N,0.07215095
Lu-Ti-S-C,0.10737767
Lu-Ti-S-N,0.063893884
Lu-Ti-Sb-C,0.120852426
Lu-Ti-Sb-N,0.26729605
Lu-Ti-Si-C,0.0875455
Lu-Ti-Si-N,0.17784055
Lu-Ti-Sn-C,0.041875143
Lu-Ti-Sn-N,0.07473416
Lu-Ti-Tl-C,0.08738595
Lu-Ti-Tl-N,0.040889055
Lu-Ti-Zn-C,0.22049573
Lu-Ti-Zn-N,0.13712847
Lu-V-Al-C,0.08606908
Lu-V-Al-N,0.17854306
Lu-V-As-C,0.25212917
Lu-V-As-N,0.30077946
Lu-V-Au-C,0.34426877
Lu-V-Au-N,0.24499084
Lu-V-Bi-C,0.22807637
Lu-V-Bi-N,0.34075844
Lu-V-Cd-C,0.07634919
Lu-V-Cd-N,0.19632305
Lu-V-Co-C,0.42984253
Lu-V-Co-N,0.62254864
Lu-V-Cu-C,0.27048323
Lu-V-Cu-N,0.26094842
Lu-V-Fe-C,0.3690354
Lu-V-Fe-N,0.62015855
Lu-V-Ga-C,0.04194322
Lu-V-Ga-N,0.13231249
Lu-V-Ge-C,0.08586813
Lu-V-Ge-N,0.1286673
Lu-V-In-C,0.07460704
Lu-V-In-N,0.15015256
Lu-V-Ni-C,0.3124874
Lu-V-Ni-N,0.32290223
Lu-V-P-C,0.28548318
Lu-V-P-N,0.2979677
Lu-V-Pb-C,0.28342712
Lu-V-Pb-N,0.19184375
Lu-V-S-C,0.15865014
Lu-V-S-N,0.21688502
Lu-V-Sb-C,0.19611658
Lu-V-Sb-N,0.28521034
Lu-V-Si-C,0.09126668
Lu-V-Si-N,0.18357457
Lu-V-Sn-C,0.08889332
Lu-V-Sn-N,0.1280133
Lu-V-Tl-C,0.14624608
Lu-V-Tl-N,0.15930207
Lu-V-Zn-C,0.061687954
Lu-V-Zn-N,0.19178382
Lu-W-Al-C,-0.045231562
Lu-W-Al-N,0.2956842
Lu-W-As-C,0.13161498
Lu-W-As-N,0.2821662
Lu-W-Au-C,0.12915197
Lu-W-Au-N,0.34803557
Lu-W-Bi-C,0.2240797
Lu-W-Bi-N,0.4941399
Lu-W-Cd-C,0.045788545
Lu-W-Cd-N,0.3432344
Lu-W-Co-C,0.4505683
Lu-W-Co-N,0.6761773
Lu-W-Cu-C,0.10315905
Lu-W-Cu-N,0.35465607
Lu-W-Fe-C,0.2986037
Lu-W-Fe-N,0.70305526
Lu-W-Ga-C,-0.047524404
Lu-W-Ga-N,0.25784555
Lu-W-Ge-C,0.027626362
Lu-W-Ge-N,0.29507875
Lu-W-In-C,-0.050974075
Lu-W-In-N,0.32501626
Lu-W-Ni-C,0.3049232
Lu-W-Ni-N,0.41832072
Lu-W-P-C,0.25636205
Lu-W-P-N,0.3448672
